file_name,file_code
001873.png,2
001874.png,2
001875.png,33
001876.png,1
001877.png,1
001878.png,220
001879.png,1
001880.png,20
001881.png,22
001882.png,12
001883.png,1
001884.png,13
001885.png,51
001886.png,3
001887.png,31
001888.png,12
001889.png,2
001890.png,120
001891.png,1
001892.png,1
001893.png,2
001894.png,2
001895.png,4
001896.png,3
001897.png,2
001898.png,32
001899.png,2
001900.png,3
001901.png,4
001902.png,1
001903.png,1
001904.png,31
001905.png,1
001906.png,20
001907.png,2
001908.png,5
001909.png,2
001910.png,100
001911.png,21
001912.png,2
001913.png,2
001914.png,2
001915.png,30
001916.png,10
001917.png,21
001918.png,2
001919.png,6
001920.png,220
001921.png,1
001922.png,17
001923.png,21
001924.png,1
001925.png,22
001926.png,1
001927.png,10
001928.png,220
001929.png,11
001930.png,20
001931.png,31
001932.png,21
001933.png,20
001934.png,26
001935.png,2
001936.png,3
001937.png,1
001938.png,2
001939.png,3
001940.png,2
001941.png,3
001942.png,3
001943.png,3
001944.png,1
001945.png,22
001946.png,22
001947.png,10
001948.png,2
001949.png,31
001950.png,32
001951.png,51
001952.png,1
001953.png,17
001954.png,200
001955.png,21
001956.png,13
001957.png,21
001958.png,2
001959.png,20
001960.png,21
001961.png,1
001962.png,2
001963.png,11
001964.png,2
001965.png,100
001966.png,20
001967.png,11
001968.png,1
001969.png,3
001970.png,3
001971.png,10
001972.png,2
001973.png,17
001974.png,22
001975.png,1
001976.png,12
001977.png,100
001978.png,10
001979.png,3
001980.png,21
001981.png,200
001982.png,2
001983.png,1
001984.png,16
001985.png,22
001986.png,2
001987.png,12
001988.png,21
001989.png,10
001990.png,10
001991.png,31
001992.png,16
001993.png,32
001994.png,22
001995.png,100
001996.png,2
